,Nd(k-1),Alpha(k-1),Fm(k-1),Te(k-1),Tl(k-1),N(k-1),Tgas(k-1),COL(k-1),CO2(k-1),COH(k-1),NOx(k-1),P1mean(k-1),P1max(k-1),P1offset(k-1),P2mean(k-1),P2max(k-1),P2offset(k-1),Nd(k-2),Alpha(k-2),Fm(k-2),Te(k-2),Tl(k-2),N(k-2),Tgas(k-2),COL(k-2),CO2(k-2),COH(k-2),NOx(k-2),P1mean(k-2),P1max(k-2),P1offset(k-2),P2mean(k-2),P2max(k-2),P2offset(k-2),Nd(k-3),Alpha(k-3),Fm(k-3),Te(k-3),Tl(k-3),N(k-3),Tgas(k-3),COL(k-3),CO2(k-3),COH(k-3),NOx(k-3),P1mean(k-3),P1max(k-3),P1offset(k-3),P2mean(k-3),P2max(k-3),P2offset(k-3),Nd(k-4),Alpha(k-4),Fm(k-4),Te(k-4),Tl(k-4),N(k-4),Tgas(k-4),COL(k-4),CO2(k-4),COH(k-4),NOx(k-4),P1mean(k-4),P1max(k-4),P1offset(k-4),P2mean(k-4),P2max(k-4),P2offset(k-4),Nd(k-5),Alpha(k-5),Fm(k-5),Te(k-5),Tl(k-5),N(k-5),Tgas(k-5),COL(k-5),CO2(k-5),COH(k-5),NOx(k-5),P1mean(k-5),P1max(k-5),P1offset(k-5),P2mean(k-5),P2max(k-5),P2offset(k-5),Nd(k-6),Alpha(k-6),Fm(k-6),Te(k-6),Tl(k-6),N(k-6),Tgas(k-6),COL(k-6),CO2(k-6),COH(k-6),NOx(k-6),P1mean(k-6),P1max(k-6),P1offset(k-6),P2mean(k-6),P2max(k-6),P2offset(k-6),Nd(k-7),Alpha(k-7),Fm(k-7),Te(k-7),Tl(k-7),N(k-7),Tgas(k-7),COL(k-7),CO2(k-7),COH(k-7),NOx(k-7),P1mean(k-7),P1max(k-7),P1offset(k-7),P2mean(k-7),P2max(k-7),P2offset(k-7),Nd(k-8),Alpha(k-8),Fm(k-8),Te(k-8),Tl(k-8),N(k-8),Tgas(k-8),COL(k-8),CO2(k-8),COH(k-8),NOx(k-8),P1mean(k-8),P1max(k-8),P1offset(k-8),P2mean(k-8),P2max(k-8),P2offset(k-8),Nd(k-9),Alpha(k-9),Fm(k-9),Te(k-9),Tl(k-9),N(k-9),Tgas(k-9),COL(k-9),CO2(k-9),COH(k-9),NOx(k-9),P1mean(k-9),P1max(k-9),P1offset(k-9),P2mean(k-9),P2max(k-9),P2offset(k-9),Nd(k-10),Alpha(k-10),Fm(k-10),Te(k-10),Tl(k-10),N(k-10),Tgas(k-10),COL(k-10),CO2(k-10),COH(k-10),NOx(k-10),P1mean(k-10),P1max(k-10),P1offset(k-10),P2mean(k-10),P2max(k-10),P2offset(k-10),"NOx(k)
"
473,1907.0,26.4,5.19,99.7,100.0,1904.0,364.8,33.49,45570.0,80.97,180.1,7.378,71.08,-6.3103,7.2313,71.084,-5.5617,1908.0,30.1,5.19,104.2,100.0,1914.0,360.7,34.95,44460.0,87.46,157.7,7.579,72.78,-6.27,7.6012,73.555,-5.628,1619.0,32.4,4.0,112.4,100.0,1633.0,354.9,35.94,56610.0,81.96,233.9,7.4745,65.255,-6.4049,7.3124,65.918,-5.8079,1451.0,20.0,4.58,102.5,100.0,1439.0,352.3,36.24,58410.0,91.1,239.8,6.4423,61.385,-6.6641,6.3777,61.289,-5.879,1625.0,30.1,3.15,113.3,100.0,1636.0,349.8,34.48,67590.0,78.48,248.5,8.0133,71.357,-5.9116,7.7878,72.065,-5.3301,1502.0,19.6,3.49,93.0,100.0,1492.0,352.9,33.58,69860.0,70.5,290.1,6.9352,68.777,-5.9837,6.9071,69.216,-5.2905,2541.0,13.8,5.66,66.8,100.0,2499.0,357.9,34.27,51270.0,86.21,174.7,7.1922,84.435,-4.6665,6.9559,83.906,-4.2974,2651.0,29.9,8.06,94.5,100.0,2642.0,358.9,34.22,56100.0,76.05,214.2,7.49,73.289,-5.4876,7.2397,73.538,-4.6795,2732.0,45.1,7.13,118.1,100.0,2756.0,360.7,34.77,51380.0,82.53,194.9,10.392,101.69,-4.4574,10.155,102.48,-4.0131,2275.0,41.2,3.0,115.8,99.0,2290.0,359.8,34.88,61770.0,80.28,227.5,10.063,97.459,-5.4646,9.872,98.349,-4.7695,269.9
474,1218.0,12.0,4.94,102.0,101.0,1202.0,365.1,33.98,73130.0,79.28,269.9,6.2904,59.658,-6.4776,6.3245,59.905,-5.7303,1907.0,26.4,5.19,99.7,100.0,1904.0,364.8,33.49,45570.0,80.97,180.1,7.378,71.08,-6.3103,7.2313,71.084,-5.5617,1908.0,30.1,5.19,104.2,100.0,1914.0,360.7,34.95,44460.0,87.46,157.7,7.579,72.78,-6.27,7.6012,73.555,-5.628,1619.0,32.4,4.0,112.4,100.0,1633.0,354.9,35.94,56610.0,81.96,233.9,7.4745,65.255,-6.4049,7.3124,65.918,-5.8079,1451.0,20.0,4.58,102.5,100.0,1439.0,352.3,36.24,58410.0,91.1,239.8,6.4423,61.385,-6.6641,6.3777,61.289,-5.879,1625.0,30.1,3.15,113.3,100.0,1636.0,349.8,34.48,67590.0,78.48,248.5,8.0133,71.357,-5.9116,7.7878,72.065,-5.3301,1502.0,19.6,3.49,93.0,100.0,1492.0,352.9,33.58,69860.0,70.5,290.1,6.9352,68.777,-5.9837,6.9071,69.216,-5.2905,2541.0,13.8,5.66,66.8,100.0,2499.0,357.9,34.27,51270.0,86.21,174.7,7.1922,84.435,-4.6665,6.9559,83.906,-4.2974,2651.0,29.9,8.06,94.5,100.0,2642.0,358.9,34.22,56100.0,76.05,214.2,7.49,73.289,-5.4876,7.2397,73.538,-4.6795,2732.0,45.1,7.13,118.1,100.0,2756.0,360.7,34.77,51380.0,82.53,194.9,10.392,101.69,-4.4574,10.155,102.48,-4.0131,236.3
475,1493.0,18.0,2.53,97.5,100.0,1480.0,364.8,34.5,67350.0,83.42,236.3,7.3189,68.648,-7.0637,6.7322,68.266,-5.7928,1218.0,12.0,4.94,102.0,101.0,1202.0,365.1,33.98,73130.0,79.28,269.9,6.2904,59.658,-6.4776,6.3245,59.905,-5.7303,1907.0,26.4,5.19,99.7,100.0,1904.0,364.8,33.49,45570.0,80.97,180.1,7.378,71.08,-6.3103,7.2313,71.084,-5.5617,1908.0,30.1,5.19,104.2,100.0,1914.0,360.7,34.95,44460.0,87.46,157.7,7.579,72.78,-6.27,7.6012,73.555,-5.628,1619.0,32.4,4.0,112.4,100.0,1633.0,354.9,35.94,56610.0,81.96,233.9,7.4745,65.255,-6.4049,7.3124,65.918,-5.8079,1451.0,20.0,4.58,102.5,100.0,1439.0,352.3,36.24,58410.0,91.1,239.8,6.4423,61.385,-6.6641,6.3777,61.289,-5.879,1625.0,30.1,3.15,113.3,100.0,1636.0,349.8,34.48,67590.0,78.48,248.5,8.0133,71.357,-5.9116,7.7878,72.065,-5.3301,1502.0,19.6,3.49,93.0,100.0,1492.0,352.9,33.58,69860.0,70.5,290.1,6.9352,68.777,-5.9837,6.9071,69.216,-5.2905,2541.0,13.8,5.66,66.8,100.0,2499.0,357.9,34.27,51270.0,86.21,174.7,7.1922,84.435,-4.6665,6.9559,83.906,-4.2974,2651.0,29.9,8.06,94.5,100.0,2642.0,358.9,34.22,56100.0,76.05,214.2,7.49,73.289,-5.4876,7.2397,73.538,-4.6795,284.7
476,1508.0,31.7,4.43,111.8,100.0,1522.0,367.2,34.75,83450.0,78.85,284.7,7.7499,78.357,-6.7192,7.4101,74.69,-5.7436,1493.0,18.0,2.53,97.5,100.0,1480.0,364.8,34.5,67350.0,83.42,236.3,7.3189,68.648,-7.0637,6.7322,68.266,-5.7928,1218.0,12.0,4.94,102.0,101.0,1202.0,365.1,33.98,73130.0,79.28,269.9,6.2904,59.658,-6.4776,6.3245,59.905,-5.7303,1907.0,26.4,5.19,99.7,100.0,1904.0,364.8,33.49,45570.0,80.97,180.1,7.378,71.08,-6.3103,7.2313,71.084,-5.5617,1908.0,30.1,5.19,104.2,100.0,1914.0,360.7,34.95,44460.0,87.46,157.7,7.579,72.78,-6.27,7.6012,73.555,-5.628,1619.0,32.4,4.0,112.4,100.0,1633.0,354.9,35.94,56610.0,81.96,233.9,7.4745,65.255,-6.4049,7.3124,65.918,-5.8079,1451.0,20.0,4.58,102.5,100.0,1439.0,352.3,36.24,58410.0,91.1,239.8,6.4423,61.385,-6.6641,6.3777,61.289,-5.879,1625.0,30.1,3.15,113.3,100.0,1636.0,349.8,34.48,67590.0,78.48,248.5,8.0133,71.357,-5.9116,7.7878,72.065,-5.3301,1502.0,19.6,3.49,93.0,100.0,1492.0,352.9,33.58,69860.0,70.5,290.1,6.9352,68.777,-5.9837,6.9071,69.216,-5.2905,2541.0,13.8,5.66,66.8,100.0,2499.0,357.9,34.27,51270.0,86.21,174.7,7.1922,84.435,-4.6665,6.9559,83.906,-4.2974,262.0
477,1607.0,21.6,4.04,95.4,100.0,1602.0,371.9,34.75,76180.0,73.54,262.0,6.7099,64.391,-7.0016,6.5998,64.448,-5.9827,1508.0,31.7,4.43,111.8,100.0,1522.0,367.2,34.75,83450.0,78.85,284.7,7.7499,78.357,-6.7192,7.4101,74.69,-5.7436,1493.0,18.0,2.53,97.5,100.0,1480.0,364.8,34.5,67350.0,83.42,236.3,7.3189,68.648,-7.0637,6.7322,68.266,-5.7928,1218.0,12.0,4.94,102.0,101.0,1202.0,365.1,33.98,73130.0,79.28,269.9,6.2904,59.658,-6.4776,6.3245,59.905,-5.7303,1907.0,26.4,5.19,99.7,100.0,1904.0,364.8,33.49,45570.0,80.97,180.1,7.378,71.08,-6.3103,7.2313,71.084,-5.5617,1908.0,30.1,5.19,104.2,100.0,1914.0,360.7,34.95,44460.0,87.46,157.7,7.579,72.78,-6.27,7.6012,73.555,-5.628,1619.0,32.4,4.0,112.4,100.0,1633.0,354.9,35.94,56610.0,81.96,233.9,7.4745,65.255,-6.4049,7.3124,65.918,-5.8079,1451.0,20.0,4.58,102.5,100.0,1439.0,352.3,36.24,58410.0,91.1,239.8,6.4423,61.385,-6.6641,6.3777,61.289,-5.879,1625.0,30.1,3.15,113.3,100.0,1636.0,349.8,34.48,67590.0,78.48,248.5,8.0133,71.357,-5.9116,7.7878,72.065,-5.3301,1502.0,19.6,3.49,93.0,100.0,1492.0,352.9,33.58,69860.0,70.5,290.1,6.9352,68.777,-5.9837,6.9071,69.216,-5.2905,222.4
478,1971.0,39.6,4.05,116.8,100.0,1988.0,375.4,34.6,63400.0,76.12,222.4,9.0047,81.562,-6.0275,8.8308,82.161,-5.2914,1607.0,21.6,4.04,95.4,100.0,1602.0,371.9,34.75,76180.0,73.54,262.0,6.7099,64.391,-7.0016,6.5998,64.448,-5.9827,1508.0,31.7,4.43,111.8,100.0,1522.0,367.2,34.75,83450.0,78.85,284.7,7.7499,78.357,-6.7192,7.4101,74.69,-5.7436,1493.0,18.0,2.53,97.5,100.0,1480.0,364.8,34.5,67350.0,83.42,236.3,7.3189,68.648,-7.0637,6.7322,68.266,-5.7928,1218.0,12.0,4.94,102.0,101.0,1202.0,365.1,33.98,73130.0,79.28,269.9,6.2904,59.658,-6.4776,6.3245,59.905,-5.7303,1907.0,26.4,5.19,99.7,100.0,1904.0,364.8,33.49,45570.0,80.97,180.1,7.378,71.08,-6.3103,7.2313,71.084,-5.5617,1908.0,30.1,5.19,104.2,100.0,1914.0,360.7,34.95,44460.0,87.46,157.7,7.579,72.78,-6.27,7.6012,73.555,-5.628,1619.0,32.4,4.0,112.4,100.0,1633.0,354.9,35.94,56610.0,81.96,233.9,7.4745,65.255,-6.4049,7.3124,65.918,-5.8079,1451.0,20.0,4.58,102.5,100.0,1439.0,352.3,36.24,58410.0,91.1,239.8,6.4423,61.385,-6.6641,6.3777,61.289,-5.879,1625.0,30.1,3.15,113.3,100.0,1636.0,349.8,34.48,67590.0,78.48,248.5,8.0133,71.357,-5.9116,7.7878,72.065,-5.3301,245.5
479,2009.0,36.3,6.07,107.2,100.0,2014.0,379.4,34.15,56410.0,86.9,245.5,7.9233,75.055,-6.4418,7.9147,75.58,-5.5072,1971.0,39.6,4.05,116.8,100.0,1988.0,375.4,34.6,63400.0,76.12,222.4,9.0047,81.562,-6.0275,8.8308,82.161,-5.2914,1607.0,21.6,4.04,95.4,100.0,1602.0,371.9,34.75,76180.0,73.54,262.0,6.7099,64.391,-7.0016,6.5998,64.448,-5.9827,1508.0,31.7,4.43,111.8,100.0,1522.0,367.2,34.75,83450.0,78.85,284.7,7.7499,78.357,-6.7192,7.4101,74.69,-5.7436,1493.0,18.0,2.53,97.5,100.0,1480.0,364.8,34.5,67350.0,83.42,236.3,7.3189,68.648,-7.0637,6.7322,68.266,-5.7928,1218.0,12.0,4.94,102.0,101.0,1202.0,365.1,33.98,73130.0,79.28,269.9,6.2904,59.658,-6.4776,6.3245,59.905,-5.7303,1907.0,26.4,5.19,99.7,100.0,1904.0,364.8,33.49,45570.0,80.97,180.1,7.378,71.08,-6.3103,7.2313,71.084,-5.5617,1908.0,30.1,5.19,104.2,100.0,1914.0,360.7,34.95,44460.0,87.46,157.7,7.579,72.78,-6.27,7.6012,73.555,-5.628,1619.0,32.4,4.0,112.4,100.0,1633.0,354.9,35.94,56610.0,81.96,233.9,7.4745,65.255,-6.4049,7.3124,65.918,-5.8079,1451.0,20.0,4.58,102.5,100.0,1439.0,352.3,36.24,58410.0,91.1,239.8,6.4423,61.385,-6.6641,6.3777,61.289,-5.879,287.3
480,2143.0,30.6,5.47,105.7,100.0,2146.0,380.0,34.88,78630.0,81.37,287.3,8.6568,86.743,-5.6198,8.3789,86.695,-4.7507,2009.0,36.3,6.07,107.2,100.0,2014.0,379.4,34.15,56410.0,86.9,245.5,7.9233,75.055,-6.4418,7.9147,75.58,-5.5072,1971.0,39.6,4.05,116.8,100.0,1988.0,375.4,34.6,63400.0,76.12,222.4,9.0047,81.562,-6.0275,8.8308,82.161,-5.2914,1607.0,21.6,4.04,95.4,100.0,1602.0,371.9,34.75,76180.0,73.54,262.0,6.7099,64.391,-7.0016,6.5998,64.448,-5.9827,1508.0,31.7,4.43,111.8,100.0,1522.0,367.2,34.75,83450.0,78.85,284.7,7.7499,78.357,-6.7192,7.4101,74.69,-5.7436,1493.0,18.0,2.53,97.5,100.0,1480.0,364.8,34.5,67350.0,83.42,236.3,7.3189,68.648,-7.0637,6.7322,68.266,-5.7928,1218.0,12.0,4.94,102.0,101.0,1202.0,365.1,33.98,73130.0,79.28,269.9,6.2904,59.658,-6.4776,6.3245,59.905,-5.7303,1907.0,26.4,5.19,99.7,100.0,1904.0,364.8,33.49,45570.0,80.97,180.1,7.378,71.08,-6.3103,7.2313,71.084,-5.5617,1908.0,30.1,5.19,104.2,100.0,1914.0,360.7,34.95,44460.0,87.46,157.7,7.579,72.78,-6.27,7.6012,73.555,-5.628,1619.0,32.4,4.0,112.4,100.0,1633.0,354.9,35.94,56610.0,81.96,233.9,7.4745,65.255,-6.4049,7.3124,65.918,-5.8079,304.7
481,2234.0,34.8,5.4,108.1,101.0,2238.0,377.1,35.11,86780.0,77.98,304.7,8.5717,83.999,-6.0077,8.436,84.348,-5.0485,2143.0,30.6,5.47,105.7,100.0,2146.0,380.0,34.88,78630.0,81.37,287.3,8.6568,86.743,-5.6198,8.3789,86.695,-4.7507,2009.0,36.3,6.07,107.2,100.0,2014.0,379.4,34.15,56410.0,86.9,245.5,7.9233,75.055,-6.4418,7.9147,75.58,-5.5072,1971.0,39.6,4.05,116.8,100.0,1988.0,375.4,34.6,63400.0,76.12,222.4,9.0047,81.562,-6.0275,8.8308,82.161,-5.2914,1607.0,21.6,4.04,95.4,100.0,1602.0,371.9,34.75,76180.0,73.54,262.0,6.7099,64.391,-7.0016,6.5998,64.448,-5.9827,1508.0,31.7,4.43,111.8,100.0,1522.0,367.2,34.75,83450.0,78.85,284.7,7.7499,78.357,-6.7192,7.4101,74.69,-5.7436,1493.0,18.0,2.53,97.5,100.0,1480.0,364.8,34.5,67350.0,83.42,236.3,7.3189,68.648,-7.0637,6.7322,68.266,-5.7928,1218.0,12.0,4.94,102.0,101.0,1202.0,365.1,33.98,73130.0,79.28,269.9,6.2904,59.658,-6.4776,6.3245,59.905,-5.7303,1907.0,26.4,5.19,99.7,100.0,1904.0,364.8,33.49,45570.0,80.97,180.1,7.378,71.08,-6.3103,7.2313,71.084,-5.5617,1908.0,30.1,5.19,104.2,100.0,1914.0,360.7,34.95,44460.0,87.46,157.7,7.579,72.78,-6.27,7.6012,73.555,-5.628,267.6
482,1574.0,16.7,5.82,82.8,100.0,1549.0,373.4,35.0,76620.0,73.42,267.6,6.5228,67.519,-5.9456,6.3668,67.537,-5.165,2234.0,34.8,5.4,108.1,101.0,2238.0,377.1,35.11,86780.0,77.98,304.7,8.5717,83.999,-6.0077,8.436,84.348,-5.0485,2143.0,30.6,5.47,105.7,100.0,2146.0,380.0,34.88,78630.0,81.37,287.3,8.6568,86.743,-5.6198,8.3789,86.695,-4.7507,2009.0,36.3,6.07,107.2,100.0,2014.0,379.4,34.15,56410.0,86.9,245.5,7.9233,75.055,-6.4418,7.9147,75.58,-5.5072,1971.0,39.6,4.05,116.8,100.0,1988.0,375.4,34.6,63400.0,76.12,222.4,9.0047,81.562,-6.0275,8.8308,82.161,-5.2914,1607.0,21.6,4.04,95.4,100.0,1602.0,371.9,34.75,76180.0,73.54,262.0,6.7099,64.391,-7.0016,6.5998,64.448,-5.9827,1508.0,31.7,4.43,111.8,100.0,1522.0,367.2,34.75,83450.0,78.85,284.7,7.7499,78.357,-6.7192,7.4101,74.69,-5.7436,1493.0,18.0,2.53,97.5,100.0,1480.0,364.8,34.5,67350.0,83.42,236.3,7.3189,68.648,-7.0637,6.7322,68.266,-5.7928,1218.0,12.0,4.94,102.0,101.0,1202.0,365.1,33.98,73130.0,79.28,269.9,6.2904,59.658,-6.4776,6.3245,59.905,-5.7303,1907.0,26.4,5.19,99.7,100.0,1904.0,364.8,33.49,45570.0,80.97,180.1,7.378,71.08,-6.3103,7.2313,71.084,-5.5617,279.2
483,1929.0,25.3,4.21,99.7,100.0,1931.0,369.9,34.92,80850.0,86.85,279.2,8.5497,83.838,-6.3829,8.2282,83.015,-5.3931,1574.0,16.7,5.82,82.8,100.0,1549.0,373.4,35.0,76620.0,73.42,267.6,6.5228,67.519,-5.9456,6.3668,67.537,-5.165,2234.0,34.8,5.4,108.1,101.0,2238.0,377.1,35.11,86780.0,77.98,304.7,8.5717,83.999,-6.0077,8.436,84.348,-5.0485,2143.0,30.6,5.47,105.7,100.0,2146.0,380.0,34.88,78630.0,81.37,287.3,8.6568,86.743,-5.6198,8.3789,86.695,-4.7507,2009.0,36.3,6.07,107.2,100.0,2014.0,379.4,34.15,56410.0,86.9,245.5,7.9233,75.055,-6.4418,7.9147,75.58,-5.5072,1971.0,39.6,4.05,116.8,100.0,1988.0,375.4,34.6,63400.0,76.12,222.4,9.0047,81.562,-6.0275,8.8308,82.161,-5.2914,1607.0,21.6,4.04,95.4,100.0,1602.0,371.9,34.75,76180.0,73.54,262.0,6.7099,64.391,-7.0016,6.5998,64.448,-5.9827,1508.0,31.7,4.43,111.8,100.0,1522.0,367.2,34.75,83450.0,78.85,284.7,7.7499,78.357,-6.7192,7.4101,74.69,-5.7436,1493.0,18.0,2.53,97.5,100.0,1480.0,364.8,34.5,67350.0,83.42,236.3,7.3189,68.648,-7.0637,6.7322,68.266,-5.7928,1218.0,12.0,4.94,102.0,101.0,1202.0,365.1,33.98,73130.0,79.28,269.9,6.2904,59.658,-6.4776,6.3245,59.905,-5.7303,254.1
484,1641.0,17.3,4.71,87.8,100.0,1620.0,370.9,34.62,69350.0,82.83,254.1,6.4378,65.491,-6.2356,6.2681,64.925,-5.4357,1929.0,25.3,4.21,99.7,100.0,1931.0,369.9,34.92,80850.0,86.85,279.2,8.5497,83.838,-6.3829,8.2282,83.015,-5.3931,1574.0,16.7,5.82,82.8,100.0,1549.0,373.4,35.0,76620.0,73.42,267.6,6.5228,67.519,-5.9456,6.3668,67.537,-5.165,2234.0,34.8,5.4,108.1,101.0,2238.0,377.1,35.11,86780.0,77.98,304.7,8.5717,83.999,-6.0077,8.436,84.348,-5.0485,2143.0,30.6,5.47,105.7,100.0,2146.0,380.0,34.88,78630.0,81.37,287.3,8.6568,86.743,-5.6198,8.3789,86.695,-4.7507,2009.0,36.3,6.07,107.2,100.0,2014.0,379.4,34.15,56410.0,86.9,245.5,7.9233,75.055,-6.4418,7.9147,75.58,-5.5072,1971.0,39.6,4.05,116.8,100.0,1988.0,375.4,34.6,63400.0,76.12,222.4,9.0047,81.562,-6.0275,8.8308,82.161,-5.2914,1607.0,21.6,4.04,95.4,100.0,1602.0,371.9,34.75,76180.0,73.54,262.0,6.7099,64.391,-7.0016,6.5998,64.448,-5.9827,1508.0,31.7,4.43,111.8,100.0,1522.0,367.2,34.75,83450.0,78.85,284.7,7.7499,78.357,-6.7192,7.4101,74.69,-5.7436,1493.0,18.0,2.53,97.5,100.0,1480.0,364.8,34.5,67350.0,83.42,236.3,7.3189,68.648,-7.0637,6.7322,68.266,-5.7928,217.1
485,1646.0,33.7,3.5,110.2,101.0,1663.0,369.5,34.27,60410.0,83.16,217.1,8.0748,69.596,-6.8048,7.7785,69.613,-5.6813,1641.0,17.3,4.71,87.8,100.0,1620.0,370.9,34.62,69350.0,82.83,254.1,6.4378,65.491,-6.2356,6.2681,64.925,-5.4357,1929.0,25.3,4.21,99.7,100.0,1931.0,369.9,34.92,80850.0,86.85,279.2,8.5497,83.838,-6.3829,8.2282,83.015,-5.3931,1574.0,16.7,5.82,82.8,100.0,1549.0,373.4,35.0,76620.0,73.42,267.6,6.5228,67.519,-5.9456,6.3668,67.537,-5.165,2234.0,34.8,5.4,108.1,101.0,2238.0,377.1,35.11,86780.0,77.98,304.7,8.5717,83.999,-6.0077,8.436,84.348,-5.0485,2143.0,30.6,5.47,105.7,100.0,2146.0,380.0,34.88,78630.0,81.37,287.3,8.6568,86.743,-5.6198,8.3789,86.695,-4.7507,2009.0,36.3,6.07,107.2,100.0,2014.0,379.4,34.15,56410.0,86.9,245.5,7.9233,75.055,-6.4418,7.9147,75.58,-5.5072,1971.0,39.6,4.05,116.8,100.0,1988.0,375.4,34.6,63400.0,76.12,222.4,9.0047,81.562,-6.0275,8.8308,82.161,-5.2914,1607.0,21.6,4.04,95.4,100.0,1602.0,371.9,34.75,76180.0,73.54,262.0,6.7099,64.391,-7.0016,6.5998,64.448,-5.9827,1508.0,31.7,4.43,111.8,100.0,1522.0,367.2,34.75,83450.0,78.85,284.7,7.7499,78.357,-6.7192,7.4101,74.69,-5.7436,206.1
486,1388.0,16.8,3.5,97.7,100.0,1375.0,371.9,34.24,58440.0,82.58,206.1,6.4303,62.366,-6.703,6.321,61.248,-5.8197,1646.0,33.7,3.5,110.2,101.0,1663.0,369.5,34.27,60410.0,83.16,217.1,8.0748,69.596,-6.8048,7.7785,69.613,-5.6813,1641.0,17.3,4.71,87.8,100.0,1620.0,370.9,34.62,69350.0,82.83,254.1,6.4378,65.491,-6.2356,6.2681,64.925,-5.4357,1929.0,25.3,4.21,99.7,100.0,1931.0,369.9,34.92,80850.0,86.85,279.2,8.5497,83.838,-6.3829,8.2282,83.015,-5.3931,1574.0,16.7,5.82,82.8,100.0,1549.0,373.4,35.0,76620.0,73.42,267.6,6.5228,67.519,-5.9456,6.3668,67.537,-5.165,2234.0,34.8,5.4,108.1,101.0,2238.0,377.1,35.11,86780.0,77.98,304.7,8.5717,83.999,-6.0077,8.436,84.348,-5.0485,2143.0,30.6,5.47,105.7,100.0,2146.0,380.0,34.88,78630.0,81.37,287.3,8.6568,86.743,-5.6198,8.3789,86.695,-4.7507,2009.0,36.3,6.07,107.2,100.0,2014.0,379.4,34.15,56410.0,86.9,245.5,7.9233,75.055,-6.4418,7.9147,75.58,-5.5072,1971.0,39.6,4.05,116.8,100.0,1988.0,375.4,34.6,63400.0,76.12,222.4,9.0047,81.562,-6.0275,8.8308,82.161,-5.2914,1607.0,21.6,4.04,95.4,100.0,1602.0,371.9,34.75,76180.0,73.54,262.0,6.7099,64.391,-7.0016,6.5998,64.448,-5.9827,217.7
487,1891.0,16.7,3.69,81.4,100.0,1875.0,373.9,33.78,51220.0,82.59,217.7,7.6527,80.182,-6.6575,7.4335,78.517,-5.7051,1388.0,16.8,3.5,97.7,100.0,1375.0,371.9,34.24,58440.0,82.58,206.1,6.4303,62.366,-6.703,6.321,61.248,-5.8197,1646.0,33.7,3.5,110.2,101.0,1663.0,369.5,34.27,60410.0,83.16,217.1,8.0748,69.596,-6.8048,7.7785,69.613,-5.6813,1641.0,17.3,4.71,87.8,100.0,1620.0,370.9,34.62,69350.0,82.83,254.1,6.4378,65.491,-6.2356,6.2681,64.925,-5.4357,1929.0,25.3,4.21,99.7,100.0,1931.0,369.9,34.92,80850.0,86.85,279.2,8.5497,83.838,-6.3829,8.2282,83.015,-5.3931,1574.0,16.7,5.82,82.8,100.0,1549.0,373.4,35.0,76620.0,73.42,267.6,6.5228,67.519,-5.9456,6.3668,67.537,-5.165,2234.0,34.8,5.4,108.1,101.0,2238.0,377.1,35.11,86780.0,77.98,304.7,8.5717,83.999,-6.0077,8.436,84.348,-5.0485,2143.0,30.6,5.47,105.7,100.0,2146.0,380.0,34.88,78630.0,81.37,287.3,8.6568,86.743,-5.6198,8.3789,86.695,-4.7507,2009.0,36.3,6.07,107.2,100.0,2014.0,379.4,34.15,56410.0,86.9,245.5,7.9233,75.055,-6.4418,7.9147,75.58,-5.5072,1971.0,39.6,4.05,116.8,100.0,1988.0,375.4,34.6,63400.0,76.12,222.4,9.0047,81.562,-6.0275,8.8308,82.161,-5.2914,264.5
488,1633.0,37.9,6.07,119.6,100.0,1654.0,375.6,34.04,69500.0,84.0,264.5,7.9425,71.619,-6.8066,7.7062,70.629,-5.7112,1891.0,16.7,3.69,81.4,100.0,1875.0,373.9,33.78,51220.0,82.59,217.7,7.6527,80.182,-6.6575,7.4335,78.517,-5.7051,1388.0,16.8,3.5,97.7,100.0,1375.0,371.9,34.24,58440.0,82.58,206.1,6.4303,62.366,-6.703,6.321,61.248,-5.8197,1646.0,33.7,3.5,110.2,101.0,1663.0,369.5,34.27,60410.0,83.16,217.1,8.0748,69.596,-6.8048,7.7785,69.613,-5.6813,1641.0,17.3,4.71,87.8,100.0,1620.0,370.9,34.62,69350.0,82.83,254.1,6.4378,65.491,-6.2356,6.2681,64.925,-5.4357,1929.0,25.3,4.21,99.7,100.0,1931.0,369.9,34.92,80850.0,86.85,279.2,8.5497,83.838,-6.3829,8.2282,83.015,-5.3931,1574.0,16.7,5.82,82.8,100.0,1549.0,373.4,35.0,76620.0,73.42,267.6,6.5228,67.519,-5.9456,6.3668,67.537,-5.165,2234.0,34.8,5.4,108.1,101.0,2238.0,377.1,35.11,86780.0,77.98,304.7,8.5717,83.999,-6.0077,8.436,84.348,-5.0485,2143.0,30.6,5.47,105.7,100.0,2146.0,380.0,34.88,78630.0,81.37,287.3,8.6568,86.743,-5.6198,8.3789,86.695,-4.7507,2009.0,36.3,6.07,107.2,100.0,2014.0,379.4,34.15,56410.0,86.9,245.5,7.9233,75.055,-6.4418,7.9147,75.58,-5.5072,215.4
